"","Date","Latitude","Longitude","Acres","County","AgencyCode","Source","DDLat","DDLon","ORIG_OID"
"230",2005-09-06,21.9173031,-159.5202332,1,"Kauai","KA106","Kauai County","21.91730310N","159.52023320W",608
"231",2005-07-05,21.9175243,-159.5198517,0.1,"Kauai","KA107","Kauai County","21.91752430N","159.51985170W",609
"232",2002-03-20,22.1239109,-159.5189362,0.1,"Kauai","XX88","DOFAW","22.12391090N","159.51893620W",610
"233",2019-06-14,21.93691426,-159.5185885,0.01,"Kauai","2019_KA_1903065"," ","21.93691426N","159.51858846W",611
"234",2006-07-02,22.2116394,-159.5182343,0.2,"Kauai","KA98","Kauai County","22.21163940N","159.51823430W",612
"235",2019-01-17,21.93921953,-159.5180428,0.01,"Kauai","2019_KA_1900346"," ","21.93921953N","159.51804280W",613
"236",2019-11-18,21.93029073,-159.5175767,0.1,"Kauai","2019_KA_1906006"," ","21.93029073N","159.51757668W",614
"237",2007-04-01,22.2078285,-159.5170288,0.1,"Kauai","KA505","Kauai County","22.20782850N","159.51702880W",616
"238",2005-07-24,21.9282742,-159.5169678,0.1,"Kauai","KA108","Kauai County","21.92827420N","159.51696780W",617
"239",2008-05-25,21.9148026,-159.5168457,0.5,"Kauai","KA506","Kauai County","21.91480260N","159.51684570W",618
"240",2009-09-15,21.9289608,-159.5167847,0.1,"Kauai","KA109","Kauai County","21.92896080N","159.51678470W",619
"241",2018-12-08,21.93023151,-159.514909,0.01,"Kauai","2018_KA_1805958"," ","21.93023151N","159.51490904W",620
"242",2014-05-15,21.92061672,-159.5140214,0.1,"Kauai","2014_KA_1402203"," ","21.92061672N","159.51402140W",621
"243",2010-02-12,21.9219799,-159.5135498,0.01,"Kauai","KA110","Kauai County","21.92197990N","159.51354980W",622
"244",2005-05-12,21.9155827,-159.5127716,0.1,"Kauai","KA111","Kauai County","21.91558270N","159.51277160W",623
"245",2015-07-12,21.92736464,-159.5126746,0.01,"Kauai","2015_KA_1503236"," ","21.92736464N","159.51267456W",624
"246",2019-10-24,21.93422213,-159.5125074,0.25,"Kauai","2019_KA_1905557"," ","21.93422213N","159.51250738W",625
"247",2015-06-21,21.92816916,-159.512378,0.1,"Kauai","2015_KA_1502890"," ","21.92816916N","159.51237796W",626
"248",2020-05-31,21.90720734,-159.5110521,0.01,"Kauai","2020_KA_2002518"," ","21.90720734N","159.51105213W",627
"249",2020-03-10,21.90810905,-159.5110256,0.1,"Kauai","2020_KA_2001375"," ","21.90810905N","159.51102561W",628
"250",2012-04-27,22.20015494,-159.5101469,0.1,"Kauai","2012_KA_1201786"," ","22.20015494N","159.51014692W",630
"251",2017-06-10,22.20015467,-159.5101401,0.01,"Kauai","2017_KA_1702979"," ","22.20015467N","159.51014005W",631
"252",2012-06-01,22.20014986,-159.5101368,0,"Kauai","2012_KA_1202336"," ","22.20014986N","159.51013680W",632
"253",2017-01-07,21.900077,-159.5101318,0.01,"Kauai","2017_KA_1700156"," ","21.90007700N","159.51013175W",633
"254",2013-08-09,21.93010742,-159.5100988,0.01,"Kauai","2013_KA_1303534"," ","21.93010742N","159.51009883W",634
"255",2015-02-13,22.20013728,-159.51009,0.1,"Kauai","2015_KA_1500795"," ","22.20013728N","159.51009000W",635
"256",2017-02-04,21.91001789,-159.5100819,0.01,"Kauai","2017_KA_1700688"," ","21.91001789N","159.51008186W",636
"257",2008-04-11,21.9299355,-159.5100708,0.1,"Kauai","KA112","Kauai County","21.92993550N","159.51007080W",637
"258",2017-11-05,21.91001167,-159.51005,0.01,"Kauai","2017_KA_1705594"," ","21.91001167N","159.51005000W",639
"259",2017-05-18,21.9276924,-159.5100284,0.01,"Kauai","2017_KA_1702533"," ","21.92769240N","159.51002837W",640
"260",2018-12-29,21.926355,-159.508826,0.01,"Kauai","2018_KA_1806294"," ","21.92635500N","159.50882600W",641
"261",2020-04-24,21.92159126,-159.5071303,0.01,"Kauai","2020_KA_2002008"," ","21.92159126N","159.50713029W",643
"262",2001-02-02,21.9379005,-159.5070496,0.1,"Kauai","XX62","DOFAW","21.93790050N","159.50704960W",644
"263",2005-11-05,21.9160557,-159.5063934,0.1,"Kauai","KA113","Kauai County","21.91605570N","159.50639340W",645
"264",2007-07-02,21.9252586,-159.504715,0.1,"Kauai","KA114","Kauai County","21.92525860N","159.50471500W",646
"265",2019-08-01,22.202402,-159.504416,0.1,"Kauai","2019_KA_1904034"," ","22.20240200N","159.50441600W",647
"266",2018-10-26,22.20180683,-159.5043847,0.01,"Kauai","2018_KA_1805241"," ","22.20180683N","159.50438468W",648
"267",2019-05-21,21.921311,-159.504327,0.01,"Kauai","2019_KA_1902634"," ","21.92131100N","159.50432700W",649
"268",2020-01-22,22.20245964,-159.5041416,0.01,"Kauai","2020_KA_2000430"," ","22.20245964N","159.50414163W",650
"269",2016-02-21,21.926636,-159.504097,0.01,"Kauai","2016_KA_1600869"," ","21.92663600N","159.50409700W",651
"270",2008-01-10,22.2029133,-159.5030212,0.1,"Kauai","KA508","Kauai County","22.20291330N","159.50302120W",652
"271",2008-01-10,22.2029133,-159.5030212,0.1,"Kauai","KA509","Kauai County","22.20291330N","159.50302120W",653
"272",2020-09-07,22.20133072,-159.5024048,0.01,"Kauai","2020_KA_2003984"," ","22.20133072N","159.50240483W",654
"273",2017-02-06,21.92461311,-159.5019387,0.01,"Kauai","2017_KA_1700733"," ","21.92461311N","159.50193865W",655
"274",2020-08-30,22.20147972,-159.5016967,0.01,"Kauai","2020_KA_2003862"," ","22.20147972N","159.50169673W",656
"275",2013-09-27,22.20146979,-159.501686,0.1,"Kauai","2013_KA_1304290"," ","22.20146979N","159.50168600W",657
"276",2020-04-22,22.20155919,-159.5015573,0.01,"Kauai","2020_KA_2001986"," ","22.20155919N","159.50155725W",658
"277",2007-07-07,21.8877525,-159.5015564,0.1,"Kauai","KA510","Kauai County","21.88775250N","159.50155640W",659
"278",2020-07-17,22.20151945,-159.5013319,0.01,"Kauai","2020_KA_2003224"," ","22.20151945N","159.50133195W",660
"279",2020-11-11,22.20150952,-159.5012998,0.01,"Kauai","2020_KA_2004927"," ","22.20150952N","159.50129976W",661
"280",2009-10-31,21.9139442,-159.5008545,0.1,"Kauai","KA511","Kauai County","21.91394420N","159.50085450W",662
"281",2016-02-06,22.20003261,-159.5001297,0.01,"Kauai","2016_KA_1600599"," ","22.20003261N","159.50012967W",663
"282",2017-09-30,21.93000811,-159.5000626,0.01,"Kauai","2017_KA_1704958"," ","21.93000811N","159.50006264W",664
"283",2018-01-30,21.92603438,-159.4987801,0.01,"Kauai","2018_KA_1800516"," ","21.92603438N","159.49878013W",665
"284",2011-05-30,22.2072258,-159.4979858,0.1,"Kauai","KA116","Kauai County","22.20722580N","159.49798580W",666
"285",2009-10-22,22.2072945,-159.4979553,0.03,"Kauai","KA512","Kauai County","22.20729450N","159.49795530W",667
"286",2019-07-05,22.221886,-159.497732,0.01,"Kauai","2019_KA_1903474"," ","22.22188600N","159.49773200W",668
"287",2018-10-10,21.885665,-159.497723,1,"Kauai","2018_KA_1804965"," ","21.88566500N","159.49772300W",669
"288",2019-10-30,22.20671618,-159.4974874,0.01,"Kauai","2019_KA_1905642"," ","22.20671618N","159.49748738W",670
"289",2007-05-02,21.8854675,-159.497345,0.1,"Kauai","KA513","Kauai County","21.88546750N","159.49734500W",671
"290",2006-06-08,22.203577,-159.4973297,0.1,"Kauai","KA117","Kauai County","22.20357700N","159.49732970W",672
"291",2006-12-30,22.204319,-159.4971924,0.1,"Kauai","KA118","Kauai County","22.20431900N","159.49719240W",673
"292",2019-06-18,22.211732,-159.497081,0.01,"Kauai","2019_KA_1903156"," ","22.21173200N","159.49708100W",674
"293",2018-07-18,22.22088624,-159.4970729,0.01,"Kauai","2018_KA_1803480"," ","22.22088624N","159.49707288W",675
"294",2010-03-22,21.8852577,-159.4961548,0.25,"Kauai","KA514","Kauai County","21.88525770N","159.49615480W",676
"295",2010-03-26,21.8852577,-159.4961548,0.01,"Kauai","KA515","Kauai County","21.88525770N","159.49615480W",677
"296",2019-07-31,22.20286912,-159.4958992,0.01,"Kauai","2019_KA_1904025"," ","22.20286912N","159.49589921W",678
"297",2009-05-03,21.8985825,-159.4952393,0.5,"Kauai","KA516","Kauai County","21.89858250N","159.49523930W",679
"298",2005-03-25,21.9194889,-159.4931793,0.1,"Kauai","KA119","Kauai County","21.91948890N","159.49317930W",680
"299",2007-10-25,21.8851109,-159.4931183,0.2,"Kauai","KA517","Kauai County","21.88511090N","159.49311830W",681
"300",2007-09-08,21.9308891,-159.4929962,0.5,"Kauai","KA519","DOFAW","21.93088910N","159.49299620W",682
"301",2002-03-13,22.1261806,-159.4929657,0.1,"Kauai","XX87","DOFAW","22.12618060N","159.49296570W",683
"302",2007-08-27,21.9308891,-159.4929657,4,"Kauai","XX134","DOFAW","21.93088910N","159.49296570W",684
"303",2016-04-05,21.9266695,-159.4921945,0.01,"Kauai","2016_KA_1601606"," ","21.92666950N","159.49219446W",685
"304",2015-03-27,21.92485353,-159.4892892,0.01,"Kauai","2015_KA_1501495"," ","21.92485353N","159.48928917W",686
"305",2009-06-27,21.9290314,-159.4875946,0.2,"Kauai","KA520","Kauai County","21.92903140N","159.48759460W",687
"306",2007-11-22,21.9196949,-159.4872742,0.1,"Kauai","KA120","Kauai County","21.91969490N","159.48727420W",688
"307",2009-12-01,21.9312229,-159.4864655,0.01,"Kauai","KA522","Kauai County","21.93122290N","159.48646550W",689
"308",2009-05-14,22.228548,-159.4863586,0.01,"Kauai","KA121","Kauai County","22.22854800N","159.48635860W",690
"309",2007-09-15,22.2051334,-159.4862366,0.1,"Kauai","KA523","Kauai County","22.20513340N","159.48623660W",691
"310",2005-05-20,21.9307804,-159.4851227,0.1,"Kauai","KA115","Kauai County","21.93078040N","159.48512270W",692
"311",2007-08-19,21.9198284,-159.4833984,0.1,"Kauai","KA122","Kauai County","21.91982840N","159.48339840W",693
"312",2014-06-28,21.93058196,-159.483049,0.01,"Kauai","2014_KA_1402849"," ","21.93058196N","159.48304900W",694
"313",2020-10-06,21.915068,-159.482518,0.01,"Kauai","2020_KA_2004431"," ","21.91506800N","159.48251800W",695
"314",2007-06-29,22.2134857,-159.481308,1,"Kauai","KA524","Kauai County","22.21348570N","159.48130800W",696
"315",2008-07-08,21.8824253,-159.480545,0.1,"Kauai","KA525","Kauai County","21.88242530N","159.48054500W",697
"316",2017-06-28,22.20013014,-159.4801274,0.01,"Kauai","2017_KA_1703327"," ","22.20013014N","159.48012742W",698
"317",2013-08-29,21.91651881,-159.4801145,0.01,"Kauai","2013_KA_1303852"," ","21.91651881N","159.48011450W",699
"318",2012-08-09,22.21012214,-159.4800361,0.01,"Kauai","2012_KA_1203338"," ","22.21012214N","159.48003614W",701
"319",2019-06-21,22.22850762,-159.4784458,0.01,"Kauai","2019_KA_1903201"," ","22.22850762N","159.47844578W",702
"320",2012-12-30,22.213089,-159.478312,0.1,"Kauai","2012_KA_1205445"," ","22.21308900N","159.47831200W",703
"321",2013-10-30,22.213089,-159.47829,0.1,"Kauai","2013_KA_1304772"," ","22.21308900N","159.47829000W",704
"322",2015-02-22,22.213089,-159.47829,0.1,"Kauai","2015_KA_1500972"," ","22.21308900N","159.47829000W",705
"323",2012-11-25,22.213089,-159.47829,0.01,"Kauai","2012_KA_1204887"," ","22.21308900N","159.47829000W",706
"324",2016-03-01,22.213111,-159.478247,0.1,"Kauai","2016_KA_1601034"," ","22.21311100N","159.47824700W",707
"325",2016-02-14,22.213111,-159.478247,0.01,"Kauai","2016_KA_1600764"," ","22.21311100N","159.47824700W",708
"326",2011-07-25,22.2296276,-159.4771576,0.1,"Kauai","KA526","Kauai County","22.22962760N","159.47715760W",710
"327",2005-07-06,22.2286911,-159.4770355,10,"Kauai","KA123","Kauai County","22.22869110N","159.47703550W",711
"328",2011-08-28,22.2296009,-159.4770203,0.1,"Kauai","KA527","Kauai County","22.22960090N","159.47702030W",712
"329",2009-07-26,21.9460697,-159.4768677,0.01,"Kauai","KA528","Kauai County","21.94606970N","159.47686770W",713
"330",2017-04-25,22.22179697,-159.4768649,0.01,"Kauai","2017_KA_1702088"," ","22.22179697N","159.47686490W",714
"331",2007-01-28,22.2106075,-159.4759979,1,"Kauai","KA529","Kauai County","22.21060750N","159.47599790W",715
"332",2006-07-07,22.2064171,-159.4754944,0.1,"Kauai","KA124","Kauai County","22.20641710N","159.47549440W",716
"333",2015-02-26,21.882373,-159.475071,0.25,"Kauai","2015_KA_1501030"," ","21.88237300N","159.47507100W",717
"334",2010-10-21,21.9106007,-159.473053,0.1,"Kauai","KA530","Kauai County","21.91060070N","159.47305300W",718
"335",2001-02-19,21.9560699,-159.4727173,1,"Kauai","XX63","DOFAW","21.95606990N","159.47271730W",719
"336",2001-10-17,21.9558697,-159.4725647,0.1,"Kauai","XX82","DOFAW","21.95586970N","159.47256470W",720
"337",2020-08-22,21.89570832,-159.4705032,0.1,"Kauai","2020_KA_2003750"," ","21.89570833N","159.47050324W",721
"338",2006-01-03,21.8945694,-159.4696808,0.1,"Kauai","KA126","Kauai County","21.89456940N","159.46968080W",722
"339",2019-01-12,21.89737634,-159.4688952,0.01,"Kauai","2019_KA_1900248"," ","21.89737634N","159.46889519W",724
"340",2001-05-10,21.9520302,-159.46875,12,"Kauai","XX67","DOFAW","21.95203020N","159.46875000W",725
"341",2017-09-20,21.89621669,-159.4687304,0.1,"Kauai","2017_KA_1704779"," ","21.89621669N","159.46873042W",726
"342",2019-01-26,21.898203,-159.468609,0.01,"Kauai","2019_KA_1900503"," ","21.89820300N","159.46860900W",727
"343",2009-04-29,21.9242973,-159.4684448,0.2,"Kauai","KA532","Kauai County","21.92429730N","159.46844480W",728
"344",2014-12-15,21.87930346,-159.46769,0.1,"Kauai","2014_KA_1405510"," ","21.87930346N","159.46769000W",729
"345",2016-12-26,21.89598173,-159.467589,0.1,"Kauai","2016_KA_1605903"," ","21.89598173N","159.46758899W",730
"346",2005-12-26,21.9000893,-159.4674225,0.1,"Kauai","KA125","Kauai County","21.90008930N","159.46742250W",731
"347",2015-10-26,21.912357,-159.46709,5,"Kauai","2015_KA_1504933"," ","21.91235700N","159.46709000W",732
"348",2010-02-16,21.9125214,-159.4666901,0.1,"Kauai","KA127","Kauai County","21.91252140N","159.46669010W",733
"349",2012-04-01,21.89585769,-159.466448,0.02,"Kauai","2012_KA_1201411"," ","21.89585769N","159.46644798W",734
"350",2018-04-26,21.88031689,-159.465938,0.01,"Kauai","2018_KA_1802108"," ","21.88031689N","159.46593799W",735
"351",2005-05-05,21.9064064,-159.4652557,0.1,"Kauai","KA129","Kauai County","21.90640640N","159.46525570W",736
"352",2005-05-01,21.8975315,-159.4650269,0.1,"Kauai","KA130","Kauai County","21.89753150N","159.46502690W",737
"353",2010-08-08,21.9072361,-159.4639282,0.01,"Kauai","KA131","Kauai County","21.90723610N","159.46392820W",738
"354",2010-07-29,21.9034786,-159.4638062,0.01,"Kauai","KA534","Kauai County","21.90347860N","159.46380620W",739
"355",2011-08-14,21.906992,-159.4636841,0.1,"Kauai","KA535","Kauai County","21.90699200N","159.46368410W",740
"356",2010-02-25,21.8818779,-159.4636383,1,"Kauai","KA536","Kauai County","21.88187790N","159.46363830W",741
"357",2007-05-27,21.9081688,-159.4633484,0.1,"Kauai","KA133","Kauai County","21.90816880N","159.46334840W",742
"358",2014-08-05,21.904442,-159.462776,1,"Kauai","2014_KA_1403464"," ","21.90444200N","159.46277600W",743
"359",2013-08-26,21.904442,-159.462776,0.5,"Kauai","2013_KA_1303811"," ","21.90444200N","159.46277600W",744
"360",2014-11-20,21.904442,-159.462776,0.1,"Kauai","2014_KA_1405146"," ","21.90444200N","159.46277600W",745
"361",2016-01-16,21.904442,-159.462776,0.01,"Kauai","2016_KA_1600270"," ","21.90444200N","159.46277600W",746
"362",2014-08-06,21.90177134,-159.4627642,0.1,"Kauai","2014_KA_1403471"," ","21.90177134N","159.46276421W",747
"363",2015-02-27,21.89974075,-159.4626964,0.07,"Kauai","2015_KA_1501050"," ","21.89974075N","159.46269636W",748
"364",2015-04-01,21.902711,-159.462111,0.1,"Kauai","2015_KA_1501569"," ","21.90271100N","159.46211100W",749
"365",2009-10-07,21.9013271,-159.4615173,0.25,"Kauai","KA135","Kauai County","21.90132710N","159.46151730W",750
"366",2016-07-28,21.89940546,-159.4609939,0.1,"Kauai","2016_KA_1603424"," ","21.89940546N","159.46099391W",751
"367",2010-10-30,21.9020004,-159.4609528,0.1,"Kauai","KA537","Kauai County","21.90200040N","159.46095280W",752
"368",2010-10-21,21.902523,-159.4606018,1,"Kauai","KA538","Kauai County","21.90252300N","159.46060180W",753
"369",2007-05-26,22.173584,-159.4605408,1,"Kauai","KA539","Kauai County","22.17358400N","159.46054080W",754
"370",2017-09-09,21.90001039,-159.4600249,0.01,"Kauai","2017_KA_1704579"," ","21.90001039N","159.46002489W",755
"371",2017-08-31,21.91012961,-159.4600189,0.01,"Kauai","2017_KA_1704440"," ","21.91012961N","159.46001894W",757
"372",2017-08-21,21.90003733,-159.4600103,0.1,"Kauai","2017_KA_1704262"," ","21.90003733N","159.46001030W",758
"373",2012-09-15,21.88003789,-159.4600084,0.04,"Kauai","2012_KA_1203880"," ","21.88003789N","159.46000842W",759
"374",2009-06-11,22.2000713,-159.4598999,0.5,"Kauai","KA138","Kauai County","22.20007130N","159.45989990W",760
"375",2007-05-30,21.9000645,-159.4589539,0.1,"Kauai","KA541","Kauai County","21.90006450N","159.45895390W",762
"376",2009-01-06,21.8976116,-159.4588623,0.1,"Kauai","KA139","Kauai County","21.89761160N","159.45886230W",763
"377",2007-05-08,21.8863201,-159.4586792,0.1,"Kauai","KA140","Kauai County","21.88632010N","159.45867920W",764
"378",2007-05-08,21.8858719,-159.4586182,0.1,"Kauai","KA141","Kauai County","21.88587190N","159.45861820W",765
"379",2008-04-03,21.8970547,-159.4583435,0.1,"Kauai","KA543","Kauai County","21.89705470N","159.45834350W",766
"380",2007-05-04,21.8857307,-159.4577484,4,"Kauai","KA143","Kauai County","21.88573070N","159.45774840W",767
"381",2008-02-20,21.9595165,-159.4576569,5,"Kauai","KA544","Kauai County","21.95951650N","159.45765690W",768
"382",2018-01-28,21.902331,-159.457522,0.5,"Kauai","2018_KA_1800487"," ","21.90233100N","159.45752200W",769
"383",2007-07-31,21.9927807,-159.4574432,1,"Kauai","XX132","DOFAW","21.99278070N","159.45744320W",770
"384",2018-07-31,22.22554526,-159.4552755,1,"Kauai","2018_KA_1803724"," ","22.22554526N","159.45527553W",771
"385",2018-07-28,22.22463109,-159.4536616,1,"Kauai","2018_KA_1803680"," ","22.22463109N","159.45366157W",772
"386",2011-10-30,21.8740997,-159.4533234,0.1,"Kauai","KA144","Kauai County","21.87409970N","159.45332340W",773
"387",2010-08-26,21.8741493,-159.4532471,0.1,"Kauai","KA145","Kauai County","21.87414930N","159.45324710W",774
"388",2009-07-07,21.8911972,-159.4521942,0.25,"Kauai","KA546","Kauai County","21.89119720N","159.45219420W",775
"389",2013-02-02,21.87381307,-159.4521648,0.01,"Kauai","2013_KA_1300559"," ","21.87381307N","159.45216477W",776
"390",2017-10-03,22.19254424,-159.4521331,0.01,"Kauai","2017_KA_1705011"," ","22.19254424N","159.45213309W",777
"391",2013-09-23,21.87926618,-159.4517018,0.01,"Kauai","2013_KA_1304228"," ","21.87926618N","159.45170180W",778
"392",2011-10-06,21.8814869,-159.4515076,0.01,"Kauai","KA132","Kauai County","21.88148690N","159.45150760W",779
"393",2011-03-31,21.8863144,-159.4512634,0.1,"Kauai","KA136","Kauai County","21.88631440N","159.45126340W",780
"394",2006-09-05,21.8901253,-159.4511871,0.2,"Kauai","KA137","Kauai County","21.89012530N","159.45118710W",781
"395",2005-09-03,21.889761,-159.4508972,0.1,"Kauai","KA142","Kauai County","21.88976100N","159.45089720W",782
"396",2014-05-12,21.8732343,-159.4507906,0.01,"Kauai","2014_KA_1402157"," ","21.87323430N","159.45079059W",784
"397",2010-10-20,21.889719,-159.4502716,20,"Kauai","KA146","Kauai County","21.88971900N","159.45027160W",785
"398",2012-09-29,21.90001036,-159.4501299,1,"Kauai","2012_KA_1204064"," ","21.90001036N","159.45012994W",786
"399",2013-10-24,21.90003953,-159.4501289,0.1,"Kauai","2013_KA_1304703"," ","21.90003953N","159.45012886W",787
"400",2012-07-16,21.88013875,-159.4500887,0.5,"Kauai","2012_KA_1202989"," ","21.88013875N","159.45008867W",788
"401",2012-07-17,21.90000181,-159.450058,0.5,"Kauai","2012_KA_1202997"," ","21.90000181N","159.45005803W",789
"402",2020-07-24,22.224406,-159.449679,0.01,"Kauai","2020_KA_2003328"," ","22.22440600N","159.44967900W",791
"403",2011-08-16,21.8805561,-159.4491119,50,"Kauai","KA548","Kauai County","21.88055610N","159.44911190W",792
"404",2011-08-17,21.8805561,-159.4491119,0.01,"Kauai","KA549","Kauai County","21.88055610N","159.44911190W",793
"405",2020-06-29,22.223983,-159.448813,0.15,"Kauai","2020_KA_2002944"," ","22.22398300N","159.44881300W",794
"406",2006-07-17,21.8990078,-159.4488068,15,"Kauai","KA147","Kauai County","21.89900780N","159.44880680W",795
"407",2006-07-04,21.8994942,-159.4487915,0.1,"Kauai","KA148","Kauai County","21.89949420N","159.44879150W",796
"408",2013-07-13,21.900355,-159.448421,0.25,"Kauai","2013_KA_1303069"," ","21.90035500N","159.44842100W",798
"409",2015-02-17,21.900355,-159.448421,0.1,"Kauai","2015_KA_1500869"," ","21.90035500N","159.44842100W",799
